NAME (groups),NAME,FACLNBR,PAYER (groups),Observation,Surgical,NICU,Stays,Days,YEAR
Other,PLANTATION GENERAL HOSPITAL,100167,Commercial Health Insurance,Observation,Surgical,Non-NICU,1,1,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,No Observation,Non-Surgical,ICU <1 Year Old,1,11,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,No Observation,Non-Surgical,Non-NICU,22,52,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,No Observation,Non-Surgical,Non-NICU,19,111,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,No Observation,Non-Surgical,Non-NICU,35,159,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,No Observation,Non-Surgical,Non-NICU,28,79,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,No Observation,Non-Surgical,Non-NICU,20,53,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,No Observation,Non-Surgical,Non-NICU,3,6,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,No Observation,Surgical,Non-NICU,5,17,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,No Observation,Surgical,Non-NICU,7,14,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,No Observation,Surgical,Non-NICU,5,16,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,No Observation,Surgical,Non-NICU,3,2,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,No Observation,Surgical,Non-NICU,3,26,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,No Observation,Surgical,Non-NICU,2,6,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,Observation,Non-Surgical,Non-NICU,2,8,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,Observation,Non-Surgical,Non-NICU,1,2,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Kidcare,Observation,Non-Surgical,Non-NICU,2,2,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,ICU <1 Year Old,6,21,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,ICU <1 Year Old,2,10,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,ICU <1 Year Old,5,12,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,ICU <1 Year Old,3,19,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,ICU <1 Year Old,1,8,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,ICU <1 Year Old,1,3,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,62,155,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,88,220,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,94,237,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,93,238,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,119,280,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,91,234,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level II,22,199,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level II,17,188,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level II,16,125,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level II,23,148,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level II,23,239,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level II,14,160,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,54,1852,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,60,1710,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,44,1769,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,57,1943,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,54,1330,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,62,1794,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,Non-NICU,78,281,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,Non-NICU,63,237,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,Non-NICU,104,317,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,Non-NICU,62,182,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,Non-NICU,37,116,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Non-Surgical,Non-NICU,14,223,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Surgical,ICU <1 Year Old,1,6,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Surgical,NICU Level II,1,15,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Surgical,NICU Level III,2,291,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Surgical,NICU Level III,1,59,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Surgical,Non-NICU,10,25,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Surgical,Non-NICU,10,33,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Surgical,Non-NICU,7,13,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Surgical,Non-NICU,8,25,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Surgical,Non-NICU,6,14,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,No Observation,Surgical,Non-NICU,1,2,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,Observation,Non-Surgical,ICU <1 Year Old,1,0,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,Observation,Non-Surgical,ICU <1 Year Old,1,40,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,1,1,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,3,9,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,2,4,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,7,20,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,3,3,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,2,3,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,Observation,Surgical,Non-NICU,1,2,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,Observation,Surgical,Non-NICU,1,2,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,Observation,Surgical,Non-NICU,2,7,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Fee-for-Service,Observation,Surgical,Non-NICU,1,26,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,ICU <1 Year Old,71,530,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,ICU <1 Year Old,70,428,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,ICU <1 Year Old,105,545,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,ICU <1 Year Old,47,259,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,ICU <1 Year Old,34,291,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,ICU <1 Year Old,14,62,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,201,529,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,288,735,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,323,816,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,293,776,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,431,1066,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,319,774,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,49,466,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,56,664,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,51,348,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,56,521,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,44,430,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,40,378,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,119,2934,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,115,3518,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,143,3472,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,87,2280,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,128,2861,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,115,3040,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,884,2851,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,785,2694,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,885,2877,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,708,1992,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,341,892,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,178,902,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Surgical,ICU <1 Year Old,4,21,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Surgical,ICU <1 Year Old,5,17,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Surgical,ICU <1 Year Old,7,28,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Surgical,ICU <1 Year Old,3,7,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Surgical,ICU <1 Year Old,2,18,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Surgical,NICU Level II,1,75,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Surgical,NICU Level III,1,161,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Surgical,NICU Level III,2,129,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Surgical,Non-NICU,61,168,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Surgical,Non-NICU,64,228,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Surgical,Non-NICU,62,190,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Surgical,Non-NICU,49,113,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Surgical,Non-NICU,39,139,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,No Observation,Surgical,Non-NICU,20,136,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Non-Surgical,ICU <1 Year Old,3,5,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Non-Surgical,ICU <1 Year Old,1,2,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Non-Surgical,ICU <1 Year Old,3,12,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Non-Surgical,ICU <1 Year Old,1,1,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,32,65,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,27,56,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,33,183,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,49,79,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,45,72,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,25,37,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Surgical,ICU <1 Year Old,2,2,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Surgical,ICU <1 Year Old,2,18,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Surgical,Non-NICU,3,12,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Surgical,Non-NICU,2,2,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Surgical,Non-NICU,5,30,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Surgical,Non-NICU,1,4,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Surgical,Non-NICU,5,13,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Medicaid Managed Care,Observation,Surgical,Non-NICU,4,5,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,NICU Level I,3,10,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,NICU Level I,3,7,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,NICU Level I,1,2,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,NICU Level I,5,11,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,NICU Level II,1,0,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,NICU Level II,1,20,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,NICU Level II,1,2,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,NICU Level III,1,7,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,NICU Level III,1,6,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,Non-NICU,1,2,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,Non-NICU,4,9,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,Non-NICU,6,13,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,Non-NICU,13,26,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,Non-NICU,5,9,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Non-Surgical,Non-NICU,1,15,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Surgical,Non-NICU,1,0,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Surgical,Non-NICU,1,2,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Surgical,Non-NICU,2,2,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,No Observation,Surgical,Non-NICU,1,2,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Non-Payment,Observation,Non-Surgical,Non-NICU,1,1,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Other State/Local Government,No Observation,Non-Surgical,ICU <1 Year Old,1,7,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Other State/Local Government,No Observation,Non-Surgical,ICU <1 Year Old,3,19,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Other State/Local Government,No Observation,Non-Surgical,Non-NICU,1,1,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Other State/Local Government,No Observation,Non-Surgical,Non-NICU,3,10,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Other State/Local Government,No Observation,Non-Surgical,Non-NICU,2,5,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Other State/Local Government,No Observation,Non-Surgical,Non-NICU,4,12,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Other State/Local Government,No Observation,Non-Surgical,Non-NICU,12,163,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Other State/Local Government,No Observation,Surgical,Non-NICU,1,7,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Other State/Local Government,No Observation,Surgical,Non-NICU,1,2,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Other State/Local Government,Observation,Non-Surgical,Non-NICU,1,1,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Other State/Local Government,Observation,Non-Surgical,Non-NICU,1,5,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,ICU <1 Year Old,1,3,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,ICU <1 Year Old,3,13,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,ICU <1 Year Old,2,7,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level I,26,67,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level I,22,61,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level I,30,74,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level I,39,97,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level I,27,69,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level I,31,78,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level II,1,3,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level II,5,19,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level II,5,61,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level II,4,29,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level II,4,16,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level II,3,14,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level III,6,27,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level III,3,9,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level III,4,9,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level III,3,9,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level III,3,12,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,NICU Level III,2,18,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,Non-NICU,24,70,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,Non-NICU,27,90,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,Non-NICU,33,80,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,Non-NICU,18,36,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,Non-NICU,7,14,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Non-Surgical,Non-NICU,7,11,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Surgical,Non-NICU,4,8,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Surgical,Non-NICU,6,25,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Surgical,Non-NICU,8,26,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,No Observation,Surgical,Non-NICU,6,13,2019
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,Observation,Non-Surgical,Non-NICU,1,1,2017
Other,PLANTATION GENERAL HOSPITAL,100167,Self Pay,Observation,Non-Surgical,Non-NICU,2,5,2018
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,ICU <1 Year Old,1,3,2016
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,ICU <1 Year Old,2,4,2018
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,4,9,2016
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,7,18,2017
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,4,9,2018
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,2,4,2019
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,4,9,2020
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,3,6,2021
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level II,1,14,2017
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level II,1,3,2020
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level III,3,26,2016
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level III,3,21,2018
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level III,3,144,2019
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level III,1,5,2020
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level III,2,130,2021
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,10,30,2016
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,12,35,2017
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,13,20,2018
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,7,15,2019
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,4,8,2020
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,4,11,2021
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Surgical,Non-NICU,1,1,2016
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Surgical,Non-NICU,1,5,2017
Other,PLANTATION GENERAL HOSPITAL,100167,TriCare or Other Federal Government,No Observation,Surgical,Non-NICU,1,2,2018
Other,PLANTATION GENERAL HOSPITAL,100167,Veterans Affairs,No Observation,Non-Surgical,ICU <1 Year Old,1,1,2016
Other,PLANTATION GENERAL HOSPITAL,100167,Veterans Affairs,No Observation,Non-Surgical,NICU Level I,1,2,2020
Other,PLANTATION GENERAL HOSPITAL,100167,Veterans Affairs,No Observation,Non-Surgical,NICU Level I,2,7,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Veterans Affairs,No Observation,Non-Surgical,NICU Level II,1,7,2021
Other,PLANTATION GENERAL HOSPITAL,100167,Veterans Affairs,No Observation,Non-Surgical,NICU Level III,1,3,2019
