IsGrandTotalRowTotal,CountSYS_RECID,SumLOSDAYS,Hospital,PAYER (groups),Observation,Surgical,NICU,YEAR
False,1497,4207,"ARNOLD PALMER MEDICAL CENTER","Commercial","No Observation","Non-Surgical","Non-NICU",2017
False,202,654,"TAMPA GENERAL HOSPITAL","Commercial","No Observation","Non-Surgical","Non-NICU",2017
False,331,1254,"BROWARD HEALTH MEDICAL CENTER","Commercial","No Observation","Non-Surgical","Non-NICU",2017
False,212,880,"JACKSON MEMORIAL HOSPITAL","Commercial","No Observation","Non-Surgical","Non-NICU",2017
False,690,3310,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Commercial","No Observation","Non-Surgical","Non-NICU",2017
False,652,1923,"ST MARY'S MEDICAL CENTER","Commercial","No Observation","Non-Surgical","Non-NICU",2017
False,986,2082,"WOLFSON CHILDREN'S HOSPITAL","Commercial","No Observation","Non-Surgical","Non-NICU",2021
False,205,696,"TAMPA GENERAL HOSPITAL","Commercial","No Observation","Non-Surgical","Non-NICU",2021
False,1385,5526,"ARNOLD PALMER MEDICAL CENTER","Commercial","No Observation","Non-Surgical","Non-NICU",2021
False,504,1604,"ST MARY'S MEDICAL CENTER","Commercial","No Observation","Non-Surgical","Non-NICU",2021
False,1211,3286,"UF HEALTH SHANDS HOSPITAL","Commercial","No Observation","Non-Surgical","Non-NICU",2021
False,255,1158,"BROWARD HEALTH MEDICAL CENTER","Commercial","No Observation","Non-Surgical","Non-NICU",2021
False,169,817,"JACKSON MEMORIAL HOSPITAL","Commercial","No Observation","Non-Surgical","Non-NICU",2021
False,1310,2734,"BAPTIST MEDICAL CENTER JACKSONVILLE","Commercial","No Observation","Non-Surgical","Non-NICU",2016
False,792,1963,"HEALTHPARK MEDICAL CENTER","Commercial","No Observation","Non-Surgical","Non-NICU",2016
False,916,4185,"MEMORIAL REGIONAL HOSPITAL","Commercial","No Observation","Non-Surgical","Non-NICU",2016
False,546,2224,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Commercial","No Observation","Non-Surgical","Non-NICU",2016
False,1354,3258,"UF HEALTH SHANDS HOSPITAL","Commercial","No Observation","Non-Surgical","Non-NICU",2016
False,1629,3139,"ADVENTHEALTH ORLANDO","Commercial","No Observation","Non-Surgical","Non-NICU",2016
False,1022,2836,"ASCENSION SACRED HEART PENSACOLA","Commercial","No Observation","Non-Surgical","Non-NICU",2016
False,1385,4351,"ST JOSEPHS HOSPITAL","Commercial","No Observation","Non-Surgical","Non-NICU",2016
False,1546,4556,"ARNOLD PALMER MEDICAL CENTER","Commercial","No Observation","Non-Surgical","Non-NICU",2016
False,224,1208,"TAMPA GENERAL HOSPITAL","Commercial","No Observation","Non-Surgical","Non-NICU",2016
False,792,2613,"ST MARY'S MEDICAL CENTER","Commercial","No Observation","Non-Surgical","Non-NICU",2016
False,270,1273,"JACKSON MEMORIAL HOSPITAL","Commercial","No Observation","Non-Surgical","Non-NICU",2016
False,359,1229,"BROWARD HEALTH MEDICAL CENTER","Commercial","No Observation","Non-Surgical","Non-NICU",2016
False,7,11,"BAPTIST MEDICAL CENTER JACKSONVILLE","Commercial","No Observation","Non-Surgical","Non-NICU",2021
False,1864,5134,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2022
False,2153,6742,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","Non-NICU",2022
False,3056,7537,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2022
False,549,2035,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2022
False,1129,4953,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2022
False,1530,10006,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","Non-NICU",2022
False,1112,4021,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","Non-NICU",2022
False,1897,6129,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2022
False,856,4284,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2022
False,1131,4800,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2022
False,754,4022,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2022
False,1694,5227,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2022
False,2671,8821,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2022
False,1270,3297,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2019
False,3059,8486,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2019
False,1585,3928,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2018
False,871,3689,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2019
False,1292,3806,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","Non-NICU",2019
False,2360,6641,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2019
False,2490,7887,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2019
False,1485,8203,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","Non-NICU",2019
False,1484,5044,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2019
False,1803,5608,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","Non-NICU",2019
False,1760,5275,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2019
False,745,2170,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","Non-NICU",2018
False,1676,7360,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","Non-NICU",2018
False,824,3729,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2018
False,636,3105,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2019
False,1703,5216,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2018
False,450,1681,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2019
False,1381,5021,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2019
False,2558,7448,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2018
False,325,1025,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2020
False,421,2729,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2020
False,1186,7880,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","Non-NICU",2020
False,1196,4779,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2020
False,2141,6023,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2020
False,2202,6235,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2020
False,1292,4078,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","Non-NICU",2020
False,1241,3972,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2020
False,869,2295,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2020
False,552,2652,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2020
False,1168,4381,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2020
False,924,3635,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2020
False,592,2124,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","Non-NICU",2020
False,1068,4231,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2018
False,3002,8052,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2018
False,3395,10390,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2018
False,1802,6259,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2018
False,1768,6318,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2018
False,1847,5222,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","Non-NICU",2018
False,416,1476,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2018
False,902,4347,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","Non-NICU",2021
False,1781,5727,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2021
False,1204,5039,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2021
False,1789,7025,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","Non-NICU",2021
False,631,5028,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2021
False,1487,10074,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","Non-NICU",2021
False,1772,6656,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2017
False,1089,4619,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2017
False,3122,9851,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2017
False,1636,3938,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","Non-NICU",2017
False,947,2412,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","Non-NICU",2017
False,1201,4869,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2017
False,2083,5361,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","Non-NICU",2017
False,1527,6489,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","Non-NICU",2017
False,2830,8706,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2017
False,1501,4198,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2017
False,428,1584,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2017
False,2462,6775,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2017
False,2084,6527,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2017
False,1238,3115,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2021
False,2929,11486,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2021
False,1068,5154,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2021
False,675,4305,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2021
False,2603,9877,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2021
False,468,1959,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2021
False,1471,5157,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2021
False,2047,4654,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","Non-NICU",2016
False,1985,5574,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2016
False,1122,4641,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2016
False,1219,5104,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","Non-NICU",2016
False,1732,4121,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","Non-NICU",2016
False,1988,5880,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","Non-NICU",2016
False,1268,5513,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2016
False,467,1845,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2016
False,3134,9506,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2016
False,2868,8711,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2016
False,2594,7070,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2016
False,2211,8010,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2016
False,1958,7454,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","Non-NICU",2016
False,8,31,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","Non-NICU",2021
False,201,895,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,57,486,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,163,1262,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,180,828,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,59,1005,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,76,353,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,27,120,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,131,1253,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,77,715,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,68,319,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,29,229,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,63,496,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,174,1023,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,125,1134,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,95,607,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,50,378,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,68,553,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,135,1576,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,155,867,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,127,880,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,125,698,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,147,752,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,45,442,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,52,171,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,37,473,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,20,118,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,25,212,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,91,505,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,50,205,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,146,1468,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,95,751,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,37,542,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,41,448,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,93,706,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,39,122,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,99,564,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,13,41,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,91,586,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,65,343,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,92,1633,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,21,119,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,76,483,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,19,420,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,31,180,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,75,610,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,135,1051,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,145,849,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,136,713,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,23,77,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,101,727,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,83,504,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,35,109,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,88,693,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2021
False,132,914,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2021
False,123,1573,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2021
False,64,597,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2021
False,110,820,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2021
False,92,572,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,57,593,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,184,1508,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,108,787,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,108,606,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,127,709,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,23,67,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,62,680,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,31,254,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,47,251,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,35,103,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,16,208,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,70,553,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,22,157,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2021
False,51,311,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2021
False,42,129,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2021
False,127,507,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2021
False,119,503,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2021
False,167,797,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2021
False,46,368,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2021
False,29,92,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2021
False,182,1804,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,120,836,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,95,509,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,118,788,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,123,763,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,81,701,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,99,615,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,48,164,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,21,123,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,62,504,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,20,103,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,30,113,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,6,39,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,468,9733,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","NICU Level III",2022
False,562,10500,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2022
False,482,8754,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level III",2022
False,79,1289,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2022
False,378,2085,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2022
False,420,11256,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2022
False,414,12613,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2022
False,303,9471,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2022
False,542,19939,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2022
False,374,7679,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2022
False,329,15957,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2022
False,99,2826,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level III",2022
False,9,104,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2022
False,482,11943,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2019
False,567,4248,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2019
False,474,12804,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2019
False,295,5665,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2019
False,60,914,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2019
False,246,3195,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level III",2019
False,142,3734,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level III",2018
False,335,15778,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2019
False,8,94,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2019
False,472,9682,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2019
False,446,10383,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2019
False,344,16564,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2018
False,128,2823,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level III",2019
