Hospital,MDC,MSDRG,YEAR,IsGrandTotalRowTotal,CountSYS_RECID
"MEMORIAL REGIONAL HOSPITAL","MDC 15","791",2016,False,171
"ASCENSION SACRED HEART PENSACOLA","MDC 15","791",2016,False,165
"ADVENTHEALTH ORLANDO","MDC 15","791",2016,False,198
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","791",2016,False,103
"BROWARD HEALTH MEDICAL CENTER","MDC 15","791",2016,False,137
"ARNOLD PALMER MEDICAL CENTER","MDC 15","791",2016,False,340
"UF HEALTH SHANDS HOSPITAL","MDC 15","791",2016,False,196
"TAMPA GENERAL HOSPITAL","MDC 15","791",2016,False,161
"JACKSON MEMORIAL HOSPITAL","MDC 15","791",2016,False,268
"HEALTHPARK MEDICAL CENTER","MDC 15","791",2016,False,191
"ST MARY'S MEDICAL CENTER","MDC 15","791",2016,False,104
"ST JOSEPHS HOSPITAL","MDC 15","791",2016,False,125
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","791",2016,False,17
"WOLFSON CHILDREN'S HOSPITAL","MDC 15","793",2021,False,204
"JACKSON MEMORIAL HOSPITAL","MDC 15","793",2021,False,316
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","793",2021,False,97
"ASCENSION SACRED HEART PENSACOLA","MDC 15","793",2021,False,476
"BROWARD HEALTH MEDICAL CENTER","MDC 15","793",2021,False,403
"ADVENTHEALTH ORLANDO","MDC 15","793",2021,False,442
"ST MARY'S MEDICAL CENTER","MDC 15","793",2021,False,171
"MEMORIAL REGIONAL HOSPITAL","MDC 15","793",2021,False,339
"HEALTHPARK MEDICAL CENTER","MDC 15","793",2021,False,429
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","793",2021,False,62
"TAMPA GENERAL HOSPITAL","MDC 15","793",2021,False,568
"ARNOLD PALMER MEDICAL CENTER","MDC 15","793",2021,False,1399
"UF HEALTH SHANDS HOSPITAL","MDC 15","793",2021,False,469
"ST JOSEPHS HOSPITAL","MDC 15","793",2021,False,371
"JACKSON MEMORIAL HOSPITAL","MDC 15","793",2022,False,313
"ASCENSION SACRED HEART PENSACOLA","MDC 15","793",2022,False,624
"ARNOLD PALMER MEDICAL CENTER","MDC 15","793",2022,False,1653
"ST MARY'S MEDICAL CENTER","MDC 15","793",2022,False,151
"ADVENTHEALTH ORLANDO","MDC 15","793",2022,False,592
"TAMPA GENERAL HOSPITAL","MDC 15","793",2022,False,640
"BROWARD HEALTH MEDICAL CENTER","MDC 15","793",2022,False,470
"HEALTHPARK MEDICAL CENTER","MDC 15","793",2022,False,485
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","793",2022,False,85
"ST JOSEPHS HOSPITAL","MDC 15","793",2022,False,452
"UF HEALTH SHANDS HOSPITAL","MDC 15","793",2022,False,564
"WOLFSON CHILDREN'S HOSPITAL","MDC 15","793",2022,False,196
"MEMORIAL REGIONAL HOSPITAL","MDC 15","793",2022,False,420
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","793",2022,False,56
"ST JOSEPHS HOSPITAL","MDC 15","793",2020,False,361
"MEMORIAL REGIONAL HOSPITAL","MDC 15","793",2020,False,257
"ASCENSION SACRED HEART PENSACOLA","MDC 15","793",2020,False,365
"ARNOLD PALMER MEDICAL CENTER","MDC 15","793",2020,False,1471
"UF HEALTH SHANDS HOSPITAL","MDC 15","793",2020,False,454
"HEALTHPARK MEDICAL CENTER","MDC 15","793",2020,False,382
"ST MARY'S MEDICAL CENTER","MDC 15","793",2020,False,171
"ADVENTHEALTH ORLANDO","MDC 15","793",2020,False,361
"TAMPA GENERAL HOSPITAL","MDC 15","793",2020,False,625
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","793",2020,False,53
"BROWARD HEALTH MEDICAL CENTER","MDC 15","793",2020,False,348
"ST JOSEPHS HOSPITAL","MDC 15","793",2018,False,491
"ASCENSION SACRED HEART PENSACOLA","MDC 15","793",2018,False,374
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","793",2018,False,95
"ST MARY'S MEDICAL CENTER","MDC 15","793",2018,False,211
"HEALTHPARK MEDICAL CENTER","MDC 15","793",2018,False,404
"MEMORIAL REGIONAL HOSPITAL","MDC 15","793",2018,False,350
"WOLFSON CHILDREN'S HOSPITAL","MDC 15","793",2018,False,218
"ARNOLD PALMER MEDICAL CENTER","MDC 15","793",2018,False,1472
"ADVENTHEALTH ORLANDO","MDC 15","793",2018,False,594
"UF HEALTH SHANDS HOSPITAL","MDC 15","793",2018,False,445
"TAMPA GENERAL HOSPITAL","MDC 15","793",2018,False,346
"JACKSON MEMORIAL HOSPITAL","MDC 15","793",2018,False,494
"BROWARD HEALTH MEDICAL CENTER","MDC 15","793",2018,False,527
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","793",2018,False,86
"ASCENSION SACRED HEART PENSACOLA","MDC 15","793",2017,False,352
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","793",2017,False,250
"BROWARD HEALTH MEDICAL CENTER","MDC 15","793",2017,False,599
"ST MARY'S MEDICAL CENTER","MDC 15","793",2017,False,172
"HEALTHPARK MEDICAL CENTER","MDC 15","793",2017,False,273
"MEMORIAL REGIONAL HOSPITAL","MDC 15","793",2017,False,407
"UF HEALTH SHANDS HOSPITAL","MDC 15","793",2017,False,433
"ADVENTHEALTH ORLANDO","MDC 15","793",2017,False,572
"JACKSON MEMORIAL HOSPITAL","MDC 15","793",2017,False,606
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","793",2017,False,111
"ARNOLD PALMER MEDICAL CENTER","MDC 15","793",2017,False,1342
"TAMPA GENERAL HOSPITAL","MDC 15","793",2017,False,450
"ST JOSEPHS HOSPITAL","MDC 15","793",2017,False,432
"MEMORIAL REGIONAL HOSPITAL","MDC 15","793",2019,False,268
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","793",2019,False,87
"ASCENSION SACRED HEART PENSACOLA","MDC 15","793",2019,False,357
"UF HEALTH SHANDS HOSPITAL","MDC 15","793",2019,False,435
"ADVENTHEALTH ORLANDO","MDC 15","793",2019,False,414
"HEALTHPARK MEDICAL CENTER","MDC 15","793",2019,False,444
"ARNOLD PALMER MEDICAL CENTER","MDC 15","793",2019,False,1650
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","793",2019,False,76
"JACKSON MEMORIAL HOSPITAL","MDC 15","793",2019,False,380
"TAMPA GENERAL HOSPITAL","MDC 15","793",2019,False,464
"BROWARD HEALTH MEDICAL CENTER","MDC 15","793",2019,False,595
"ST JOSEPHS HOSPITAL","MDC 15","793",2019,False,471
"WOLFSON CHILDREN'S HOSPITAL","MDC 15","793",2019,False,209
"ST MARY'S MEDICAL CENTER","MDC 15","793",2019,False,194
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","793",2020,False,83
"WOLFSON CHILDREN'S HOSPITAL","MDC 15","793",2020,False,208
"JACKSON MEMORIAL HOSPITAL","MDC 15","793",2020,False,321
"HEALTHPARK MEDICAL CENTER","MDC 15","793",2016,False,352
"MEMORIAL REGIONAL HOSPITAL","MDC 15","793",2016,False,374
"ASCENSION SACRED HEART PENSACOLA","MDC 15","793",2016,False,353
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","793",2016,False,264
"ST MARY'S MEDICAL CENTER","MDC 15","793",2016,False,145
"JACKSON MEMORIAL HOSPITAL","MDC 15","793",2016,False,655
"UF HEALTH SHANDS HOSPITAL","MDC 15","793",2016,False,398
"ST JOSEPHS HOSPITAL","MDC 15","793",2016,False,499
"TAMPA GENERAL HOSPITAL","MDC 15","793",2016,False,360
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","793",2016,False,65
"ARNOLD PALMER MEDICAL CENTER","MDC 15","793",2016,False,1340
"ADVENTHEALTH ORLANDO","MDC 15","793",2016,False,518
"BROWARD HEALTH MEDICAL CENTER","MDC 15","793",2016,False,385
"MEMORIAL REGIONAL HOSPITAL","MDC 15","794",2021,False,1307
"TAMPA GENERAL HOSPITAL","MDC 15","794",2021,False,4499
"ASCENSION SACRED HEART PENSACOLA","MDC 15","794",2021,False,1970
"ARNOLD PALMER MEDICAL CENTER","MDC 15","794",2021,False,4959
"ST MARY'S MEDICAL CENTER","MDC 15","794",2021,False,1044
"BROWARD HEALTH MEDICAL CENTER","MDC 15","794",2021,False,1318
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","794",2021,False,494
"UF HEALTH SHANDS HOSPITAL","MDC 15","794",2021,False,1672
"ADVENTHEALTH ORLANDO","MDC 15","794",2021,False,1370
"HEALTHPARK MEDICAL CENTER","MDC 15","794",2021,False,1829
"WOLFSON CHILDREN'S HOSPITAL","MDC 15","794",2021,False,160
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","794",2021,False,37
"ST JOSEPHS HOSPITAL","MDC 15","794",2021,False,1774
"JACKSON MEMORIAL HOSPITAL","MDC 15","794",2021,False,1021
"ASCENSION SACRED HEART PENSACOLA","MDC 15","794",2022,False,2355
"TAMPA GENERAL HOSPITAL","MDC 15","794",2022,False,5058
"JACKSON MEMORIAL HOSPITAL","MDC 15","794",2022,False,930
"BROWARD HEALTH MEDICAL CENTER","MDC 15","794",2022,False,1764
"ST MARY'S MEDICAL CENTER","MDC 15","794",2022,False,1049
"UF HEALTH SHANDS HOSPITAL","MDC 15","794",2022,False,1744
"HEALTHPARK MEDICAL CENTER","MDC 15","794",2022,False,1824
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","794",2022,False,37
"ARNOLD PALMER MEDICAL CENTER","MDC 15","794",2022,False,6293
"ST JOSEPHS HOSPITAL","MDC 15","794",2022,False,1937
"WOLFSON CHILDREN'S HOSPITAL","MDC 15","794",2022,False,172
"MEMORIAL REGIONAL HOSPITAL","MDC 15","794",2022,False,1672
"ADVENTHEALTH ORLANDO","MDC 15","794",2022,False,1961
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","794",2022,False,271
"ASCENSION SACRED HEART PENSACOLA","MDC 15","794",2020,False,1647
"ARNOLD PALMER MEDICAL CENTER","MDC 15","794",2020,False,5455
"HEALTHPARK MEDICAL CENTER","MDC 15","794",2020,False,1778
"MEMORIAL REGIONAL HOSPITAL","MDC 15","794",2020,False,1235
"ST MARY'S MEDICAL CENTER","MDC 15","794",2020,False,953
"BROWARD HEALTH MEDICAL CENTER","MDC 15","794",2020,False,1405
"TAMPA GENERAL HOSPITAL","MDC 15","794",2020,False,3651
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","794",2020,False,32
"UF HEALTH SHANDS HOSPITAL","MDC 15","794",2020,False,1467
"ST JOSEPHS HOSPITAL","MDC 15","794",2020,False,1810
"ADVENTHEALTH ORLANDO","MDC 15","794",2020,False,985
"WOLFSON CHILDREN'S HOSPITAL","MDC 15","794",2018,False,148
"MEMORIAL REGIONAL HOSPITAL","MDC 15","794",2018,False,1279
"ADVENTHEALTH ORLANDO","MDC 15","794",2018,False,1388
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","794",2018,False,396
"ST MARY'S MEDICAL CENTER","MDC 15","794",2018,False,701
"BROWARD HEALTH MEDICAL CENTER","MDC 15","794",2018,False,1241
"ASCENSION SACRED HEART PENSACOLA","MDC 15","794",2018,False,1325
"JACKSON MEMORIAL HOSPITAL","MDC 15","794",2018,False,1721
"HEALTHPARK MEDICAL CENTER","MDC 15","794",2018,False,852
"ARNOLD PALMER MEDICAL CENTER","MDC 15","794",2018,False,6699
"UF HEALTH SHANDS HOSPITAL","MDC 15","794",2018,False,1378
"TAMPA GENERAL HOSPITAL","MDC 15","794",2018,False,2581
"ST JOSEPHS HOSPITAL","MDC 15","794",2018,False,2287
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","794",2018,False,56
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","794",2017,False,498
"MEMORIAL REGIONAL HOSPITAL","MDC 15","794",2017,False,1497
"ST MARY'S MEDICAL CENTER","MDC 15","794",2017,False,549
"BROWARD HEALTH MEDICAL CENTER","MDC 15","794",2017,False,1297
"HEALTHPARK MEDICAL CENTER","MDC 15","794",2017,False,730
"UF HEALTH SHANDS HOSPITAL","MDC 15","794",2017,False,1438
"JACKSON MEMORIAL HOSPITAL","MDC 15","794",2017,False,1697
"ADVENTHEALTH ORLANDO","MDC 15","794",2017,False,1263
"ARNOLD PALMER MEDICAL CENTER","MDC 15","794",2017,False,5839
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","794",2017,False,41
"ASCENSION SACRED HEART PENSACOLA","MDC 15","794",2017,False,1235
"TAMPA GENERAL HOSPITAL","MDC 15","794",2017,False,2672
"ST JOSEPHS HOSPITAL","MDC 15","794",2017,False,2352
"HEALTHPARK MEDICAL CENTER","MDC 15","794",2019,False,1288
"ASCENSION SACRED HEART PENSACOLA","MDC 15","794",2019,False,1511
"ST MARY'S MEDICAL CENTER","MDC 15","794",2019,False,744
"MEMORIAL REGIONAL HOSPITAL","MDC 15","794",2019,False,1458
"BROWARD HEALTH MEDICAL CENTER","MDC 15","794",2019,False,1306
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","794",2019,False,370
"ARNOLD PALMER MEDICAL CENTER","MDC 15","794",2019,False,5690
"UF HEALTH SHANDS HOSPITAL","MDC 15","794",2019,False,1339
"ADVENTHEALTH ORLANDO","MDC 15","794",2019,False,1135
"TAMPA GENERAL HOSPITAL","MDC 15","794",2019,False,2310
"JACKSON MEMORIAL HOSPITAL","MDC 15","794",2019,False,1516
"ST JOSEPHS HOSPITAL","MDC 15","794",2019,False,1929
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","794",2019,False,30
"WOLFSON CHILDREN'S HOSPITAL","MDC 15","794",2019,False,126
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","794",2020,False,459
"JACKSON MEMORIAL HOSPITAL","MDC 15","794",2020,False,1241
"WOLFSON CHILDREN'S HOSPITAL","MDC 15","794",2020,False,108
"ST MARY'S MEDICAL CENTER","MDC 15","794",2016,False,604
"TAMPA GENERAL HOSPITAL","MDC 15","794",2016,False,2170
"ADVENTHEALTH ORLANDO","MDC 15","794",2016,False,1105
"MEMORIAL REGIONAL HOSPITAL","MDC 15","794",2016,False,1291
"ST JOSEPHS HOSPITAL","MDC 15","794",2016,False,1889
"ASCENSION SACRED HEART PENSACOLA","MDC 15","794",2016,False,1027
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 15","794",2016,False,519
"HEALTHPARK MEDICAL CENTER","MDC 15","794",2016,False,636
"BROWARD HEALTH MEDICAL CENTER","MDC 15","794",2016,False,1077
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 15","794",2016,False,31
"JACKSON MEMORIAL HOSPITAL","MDC 15","794",2016,False,1795
"ARNOLD PALMER MEDICAL CENTER","MDC 15","794",2016,False,4228
"UF HEALTH SHANDS HOSPITAL","MDC 15","794",2016,False,1385
"UF HEALTH SHANDS HOSPITAL","MDC 08","494",2021,False,43
"ST MARY'S MEDICAL CENTER","MDC 08","494",2021,False,78
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","494",2021,False,85
"TAMPA GENERAL HOSPITAL","MDC 08","494",2021,False,31
"ARNOLD PALMER MEDICAL CENTER","MDC 08","494",2021,False,38
"MEMORIAL REGIONAL HOSPITAL","MDC 08","494",2021,False,22
"HEALTHPARK MEDICAL CENTER","MDC 08","494",2021,False,22
"ADVENTHEALTH ORLANDO","MDC 08","494",2021,False,24
"BROWARD HEALTH MEDICAL CENTER","MDC 08","494",2022,False,22
"ST MARY'S MEDICAL CENTER","MDC 08","494",2022,False,56
"ARNOLD PALMER MEDICAL CENTER","MDC 08","494",2022,False,55
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","494",2022,False,85
"ADVENTHEALTH ORLANDO","MDC 08","494",2022,False,33
"TAMPA GENERAL HOSPITAL","MDC 08","494",2022,False,20
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","494",2022,False,13
"UF HEALTH SHANDS HOSPITAL","MDC 08","494",2022,False,32
"ST MARY'S MEDICAL CENTER","MDC 08","494",2020,False,95
"ARNOLD PALMER MEDICAL CENTER","MDC 08","494",2020,False,33
"UF HEALTH SHANDS HOSPITAL","MDC 08","494",2020,False,54
"TAMPA GENERAL HOSPITAL","MDC 08","494",2020,False,29
"ADVENTHEALTH ORLANDO","MDC 08","494",2020,False,21
"HEALTHPARK MEDICAL CENTER","MDC 08","494",2020,False,26
"BROWARD HEALTH MEDICAL CENTER","MDC 08","494",2020,False,15
"BROWARD HEALTH MEDICAL CENTER","MDC 08","494",2018,False,16
"ST MARY'S MEDICAL CENTER","MDC 08","494",2018,False,118
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","494",2018,False,70
"TAMPA GENERAL HOSPITAL","MDC 08","494",2018,False,27
"ARNOLD PALMER MEDICAL CENTER","MDC 08","494",2018,False,45
"ST JOSEPHS HOSPITAL","MDC 08","494",2018,False,49
"UF HEALTH SHANDS HOSPITAL","MDC 08","494",2018,False,56
"HEALTHPARK MEDICAL CENTER","MDC 08","494",2018,False,26
"ARNOLD PALMER MEDICAL CENTER","MDC 08","494",2017,False,25
"ST MARY'S MEDICAL CENTER","MDC 08","494",2017,False,143
"BROWARD HEALTH MEDICAL CENTER","MDC 08","494",2017,False,21
"UF HEALTH SHANDS HOSPITAL","MDC 08","494",2017,False,46
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 08","494",2017,False,101
"ADVENTHEALTH ORLANDO","MDC 08","494",2017,False,16
"ASCENSION SACRED HEART PENSACOLA","MDC 08","494",2017,False,21
"ST JOSEPHS HOSPITAL","MDC 08","494",2017,False,39
"TAMPA GENERAL HOSPITAL","MDC 08","494",2017,False,24
"JACKSON MEMORIAL HOSPITAL","MDC 08","494",2017,False,20
"HEALTHPARK MEDICAL CENTER","MDC 08","494",2017,False,19
"MEMORIAL REGIONAL HOSPITAL","MDC 08","494",2017,False,18
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","494",2019,False,60
"TAMPA GENERAL HOSPITAL","MDC 08","494",2019,False,32
"ST MARY'S MEDICAL CENTER","MDC 08","494",2019,False,106
"ARNOLD PALMER MEDICAL CENTER","MDC 08","494",2019,False,40
"UF HEALTH SHANDS HOSPITAL","MDC 08","494",2019,False,61
"BROWARD HEALTH MEDICAL CENTER","MDC 08","494",2019,False,24
"HEALTHPARK MEDICAL CENTER","MDC 08","494",2019,False,35
"ST JOSEPHS HOSPITAL","MDC 08","494",2019,False,29
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","494",2020,False,56
"UF HEALTH SHANDS HOSPITAL","MDC 08","494",2016,False,47
"ST MARY'S MEDICAL CENTER","MDC 08","494",2016,False,109
"MEMORIAL REGIONAL HOSPITAL","MDC 08","494",2016,False,16
"ADVENTHEALTH ORLANDO","MDC 08","494",2016,False,110
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 08","494",2016,False,91
"ST JOSEPHS HOSPITAL","MDC 08","494",2016,False,42
"TAMPA GENERAL HOSPITAL","MDC 08","494",2016,False,16
"JACKSON MEMORIAL HOSPITAL","MDC 08","494",2016,False,16
"ARNOLD PALMER MEDICAL CENTER","MDC 08","494",2016,False,42
"BROWARD HEALTH MEDICAL CENTER","MDC 08","494",2016,False,19
"HEALTHPARK MEDICAL CENTER","MDC 08","494",2016,False,28
"ASCENSION SACRED HEART PENSACOLA","MDC 08","494",2016,False,25
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","494",2016,False,28
"MEMORIAL REGIONAL HOSPITAL","MDC 08","547",2021,False,18
"UF HEALTH SHANDS HOSPITAL","MDC 08","546",2021,False,31
"MEMORIAL REGIONAL HOSPITAL","MDC 08","558",2021,False,15
"ARNOLD PALMER MEDICAL CENTER","MDC 08","547",2021,False,21
"UF HEALTH SHANDS HOSPITAL","MDC 08","547",2021,False,20
"ARNOLD PALMER MEDICAL CENTER","MDC 08","552",2021,False,17
"ST MARY'S MEDICAL CENTER","MDC 08","547",2021,False,17
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","546",2021,False,14
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","546",2021,False,22
"ST MARY'S MEDICAL CENTER","MDC 08","563",2021,False,18
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","558",2021,False,17
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","563",2021,False,16
"UF HEALTH SHANDS HOSPITAL","MDC 08","563",2021,False,21
"MEMORIAL REGIONAL HOSPITAL","MDC 08","546",2021,False,21
"ARNOLD PALMER MEDICAL CENTER","MDC 08","563",2021,False,17
"ST MARY'S MEDICAL CENTER","MDC 08","546",2021,False,19
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","547",2021,False,26
"ADVENTHEALTH ORLANDO","MDC 08","534",2021,False,13
"UF HEALTH SHANDS HOSPITAL","MDC 08","534",2021,False,18
"ST JOSEPHS HOSPITAL","MDC 08","546",2021,False,16
"ARNOLD PALMER MEDICAL CENTER","MDC 08","546",2021,False,25
"ADVENTHEALTH ORLANDO","MDC 08","546",2021,False,13
"UF HEALTH SHANDS HOSPITAL","MDC 08","545",2021,False,13
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","516",2021,False,16
"ST MARY'S MEDICAL CENTER","MDC 08","481",2021,False,166
"ST MARY'S MEDICAL CENTER","MDC 08","480",2021,False,13
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","480",2021,False,16
"ST MARY'S MEDICAL CENTER","MDC 08","457",2021,False,42
"ARNOLD PALMER MEDICAL CENTER","MDC 08","481",2021,False,34
"UF HEALTH SHANDS HOSPITAL","MDC 08","457",2021,False,17
"ST JOSEPHS HOSPITAL","MDC 08","457",2021,False,50
"ST MARY'S MEDICAL CENTER","MDC 08","516",2021,False,14
"ADVENTHEALTH ORLANDO","MDC 08","457",2021,False,23
"HEALTHPARK MEDICAL CENTER","MDC 08","458",2021,False,21
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","457",2021,False,14
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","480",2021,False,19
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","457",2021,False,19
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","458",2021,False,57
"TAMPA GENERAL HOSPITAL","MDC 08","480",2021,False,17
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","456",2021,False,15
"MEMORIAL REGIONAL HOSPITAL","MDC 08","458",2021,False,36
"UF HEALTH SHANDS HOSPITAL","MDC 08","501",2021,False,14
"MEMORIAL REGIONAL HOSPITAL","MDC 08","517",2021,False,20
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","481",2021,False,15
"MEMORIAL REGIONAL HOSPITAL","MDC 08","516",2021,False,14
"TAMPA GENERAL HOSPITAL","MDC 08","457",2021,False,32
"UF HEALTH SHANDS HOSPITAL","MDC 08","458",2021,False,13
"TAMPA GENERAL HOSPITAL","MDC 08","481",2021,False,22
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","516",2021,False,14
"ARNOLD PALMER MEDICAL CENTER","MDC 08","516",2021,False,16
"ARNOLD PALMER MEDICAL CENTER","MDC 08","517",2021,False,23
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","517",2021,False,41
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","458",2021,False,78
"MEMORIAL REGIONAL HOSPITAL","MDC 08","481",2021,False,18
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","517",2021,False,32
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","512",2021,False,14
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","493",2021,False,13
"ST MARY'S MEDICAL CENTER","MDC 08","493",2021,False,45
"ADVENTHEALTH ORLANDO","MDC 08","456",2021,False,16
"ARNOLD PALMER MEDICAL CENTER","MDC 08","493",2021,False,15
"MEMORIAL REGIONAL HOSPITAL","MDC 08","457",2021,False,13
"ARNOLD PALMER MEDICAL CENTER","MDC 08","457",2021,False,27
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","481",2021,False,26
"ST MARY'S MEDICAL CENTER","MDC 08","458",2021,False,24
"ST MARY'S MEDICAL CENTER","MDC 08","502",2021,False,15
"ST JOSEPHS HOSPITAL","MDC 08","517",2021,False,14
"ST MARY'S MEDICAL CENTER","MDC 08","517",2021,False,15
"ARNOLD PALMER MEDICAL CENTER","MDC 08","458",2021,False,18
"ST MARY'S MEDICAL CENTER","MDC 08","512",2021,False,14
"UF HEALTH SHANDS HOSPITAL","MDC 08","546",2022,False,25
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","558",2022,False,22
"JACKSON MEMORIAL HOSPITAL","MDC 08","558",2022,False,16
"ARNOLD PALMER MEDICAL CENTER","MDC 08","556",2022,False,15
"ADVENTHEALTH ORLANDO","MDC 08","558",2022,False,16
"UF HEALTH SHANDS HOSPITAL","MDC 08","558",2022,False,13
"ARNOLD PALMER MEDICAL CENTER","MDC 08","558",2022,False,27
"ST MARY'S MEDICAL CENTER","MDC 08","563",2022,False,25
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","563",2022,False,31
"UF HEALTH SHANDS HOSPITAL","MDC 08","547",2022,False,16
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","546",2022,False,21
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","552",2022,False,16
"UF HEALTH SHANDS HOSPITAL","MDC 08","563",2022,False,23
"ARNOLD PALMER MEDICAL CENTER","MDC 08","546",2022,False,17
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","546",2022,False,17
"ST MARY'S MEDICAL CENTER","MDC 08","552",2022,False,18
"ARNOLD PALMER MEDICAL CENTER","MDC 08","534",2022,False,13
"MEMORIAL REGIONAL HOSPITAL","MDC 08","558",2022,False,14
"ARNOLD PALMER MEDICAL CENTER","MDC 08","552",2022,False,22
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","534",2022,False,15
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","547",2022,False,20
"ST JOSEPHS HOSPITAL","MDC 08","558",2022,False,16
"ADVENTHEALTH ORLANDO","MDC 08","546",2022,False,16
"ST MARY'S MEDICAL CENTER","MDC 08","457",2022,False,25
"ST MARY'S MEDICAL CENTER","MDC 08","493",2022,False,62
"ST MARY'S MEDICAL CENTER","MDC 08","464",2022,False,16
"ST MARY'S MEDICAL CENTER","MDC 08","481",2022,False,199
"ST MARY'S MEDICAL CENTER","MDC 08","516",2022,False,13
"ST MARY'S MEDICAL CENTER","MDC 08","489",2022,False,13
"ST MARY'S MEDICAL CENTER","MDC 08","480",2022,False,14
"ST JOSEPHS HOSPITAL","MDC 08","457",2022,False,61
"ST MARY'S MEDICAL CENTER","MDC 08","501",2022,False,14
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","458",2022,False,68
"ARNOLD PALMER MEDICAL CENTER","MDC 08","481",2022,False,30
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","480",2022,False,30
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","458",2022,False,99
"MEMORIAL REGIONAL HOSPITAL","MDC 08","458",2022,False,45
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","457",2022,False,27
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","457",2022,False,17
"UF HEALTH SHANDS HOSPITAL","MDC 08","458",2022,False,14
